0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	1.22
105	1.22
106	1.22
107	1.22
108	1.22
109	1.22
110	1.22
111	1.22
112	1.22
113	1.22
114	1.22
115	1.22
116	1.22
117	1.22
118	1.22
119	1.22
120	1.22
121	1.22
122	1.22
123	1.22
124	1.22
125	1.22
126	1.22
127	1.22
128	6.04
129	6.04
130	6.04
131	6.04
132	6.04
133	6.04
134	6.04
135	6.04
136	6.04
137	6.04
138	6.04
139	6.04
140	6.04
141	6.04
142	6.04
143	6.04
144	6.04
145	6.04
146	6.04
147	6.04
148	6.04
149	6.04
150	6.04
151	6.04
152	4.74
153	4.74
154	4.74
155	4.74
156	4.74
157	4.74
158	4.74
159	4.74
160	4.74
161	4.74
162	4.74
163	4.74
164	4.74
165	4.74
166	4.74
167	4.74
168	4.74
169	4.74
170	4.74
171	4.74
172	4.74
173	4.74
174	4.74
175	4.74
176	2.77
177	2.77
178	2.77
179	2.77
180	2.77
181	2.77
182	2.77
183	2.77
184	2.77
185	2.77
186	2.77
187	2.77
188	2.77
189	2.77
190	2.77
191	2.77
192	2.77
193	2.77
194	2.77
195	2.77
196	2.77
197	2.77
198	2.77
199	2.77
200	3.42
201	3.42
202	3.42
203	3.42
204	3.42
205	3.42
206	3.42
207	3.42
208	3.42
209	3.42
210	3.42
211	3.42
212	3.42
213	3.42
214	3.42
215	3.42
216	3.42
217	3.42
218	3.42
219	3.42
220	3.42
221	3.42
222	3.42
223	3.42
224	4.27
225	4.27
226	4.27
227	4.27
228	4.27
229	4.27
230	4.27
231	4.27
232	4.27
233	4.27
234	4.27
235	4.27
236	4.27
237	4.27
238	4.27
239	4.27
240	4.27
241	4.27
242	4.27
243	4.27
244	4.27
245	4.27
246	4.27
247	4.27
248	4.27
249	4.27
250	4.27
251	4.27
252	4.27
253	4.27
254	4.27
255	4.27
256	4.27
257	6.47
258	8.16
259	9.73
260	9.95
261	9.95
262	9.95
263	9.3
264	9.3
265	9.3
266	6.47
267	7.33
268	6.47
269	6.04
270	6.04
271	6.04
272	6.04
273	8.16
274	8.16
275	8.16
276	8.16
277	10.6
278	12.3
279	16.5
280	16.5
281	20.5
282	29
283	30.2
284	27.9
285	27.9
286	27.9
287	26
288	26
289	24.6
290	23.3
291	22.2
292	21.6
293	21.6
294	21.1
295	21.1
296	18.9
297	18.9
298	18.9
299	17
300	17.4
301	18.9
302	22.8
303	26.8
304	27.1
305	26.8
306	26.8
307	35.3
308	45.4
309	58.4
310	64.5
311	61.3
312	61.3
313	64
314	64
315	67.5
316	64
317	64
318	64
319	64
320	64
321	64
322	58.4
323	55.1
324	55.1
325	55.1
326	55.1
327	55.1
328	55.1
329	55.1
330	55.1
331	55.1
332	55.1
333	55.1
334	55.1
335	55.1
336	55.1
337	55.1
338	55.1
339	55.1
340	55.1
341	55.1
342	55.1
343	55.1
344	38.9
345	38.9
346	38.9
347	38.9
348	38.9
349	38.9
350	38.9
351	38.9
352	38.9
353	38.9
354	38.9
355	38.9
356	38.9
357	38.9
358	38.9
359	38.9
360	38.9
361	38.9
362	38.9
363	38.9
364	38.9
365	38.9
366	38.9
367	38.9
368	29
369	29
370	29
371	29
372	29
373	29
374	29
375	29
376	29
377	29
378	29
379	29
380	29
381	29
382	29
383	29
384	29
385	29
386	29
387	29
388	29
389	29
390	29
391	29
392	24.6
393	24.6
394	24.6
395	24.6
396	24.6
397	24.6
398	24.6
399	24.6
400	24.6
401	24.6
